source,campaign,influencer_id,user_id,product,date,orders,revenue
Instagram,Campaign_17,76,user_1889,Omega-3,28-02-2025,2,78.92
YouTube,Campaign_5,81,user_294,Multivitamin,22-01-2025,4,331.96
Twitter,Campaign_15,6,user_936,Protein Powder,14-03-2025,1,149.74
YouTube,Campaign_19,73,user_3148,Omega-3,28-06-2025,1,153.96
Instagram,Campaign_20,50,user_3146,Kids Shake,15-07-2025,4,204.64
Twitter,Campaign_2,1,user_1839,Multivitamin,13-04-2025,2,336.76
YouTube,Campaign_18,73,user_429,Omega-3,11-07-2025,5,386.24
YouTube,Campaign_1,55,user_4987,Omega-3,13-05-2025,5,123.94
Instagram,Campaign_1,40,user_2794,Kids Shake,01-04-2025,1,407.55
Twitter,Campaign_18,48,user_3180,Omega-3,05-03-2025,4,223.44
Twitter,Campaign_19,56,user_4251,Omega-3,08-06-2025,4,244.32
Instagram,Campaign_8,58,user_1081,Protein Powder,09-05-2025,3,61.06
Twitter,Campaign_8,67,user_4447,Omega-3,24-04-2025,5,209.41
YouTube,Campaign_20,43,user_2247,Omega-3,12-05-2025,3,395.56
YouTube,Campaign_20,83,user_102,Protein Powder,02-05-2025,5,337.17
Twitter,Campaign_9,11,user_1465,Kids Shake,23-03-2025,1,231.16
Instagram,Campaign_15,82,user_304,Omega-3,19-03-2025,5,124.56
Twitter,Campaign_2,67,user_4748,Protein Powder,10-05-2025,5,284.69
Twitter,Campaign_3,37,user_3609,Multivitamin,14-05-2025,3,144.58
Instagram,Campaign_16,13,user_1043,Multivitamin,08-02-2025,2,90.51
Instagram,Campaign_20,26,user_407,Multivitamin,20-06-2025,1,108.44
YouTube,Campaign_17,75,user_3608,Omega-3,09-07-2025,5,364.33
YouTube,Campaign_2,51,user_2123,Omega-3,15-07-2025,3,279.41
Instagram,Campaign_2,50,user_4920,Multivitamin,21-04-2025,1,57.19
Twitter,Campaign_15,67,user_928,Protein Powder,20-05-2025,2,176.38
Instagram,Campaign_12,100,user_3408,Protein Powder,05-02-2025,4,440.41
Instagram,Campaign_5,25,user_203,Omega-3,14-02-2025,3,180.79
Instagram,Campaign_14,34,user_3070,Kids Shake,05-05-2025,5,34.96
YouTube,Campaign_12,17,user_366,Omega-3,11-06-2025,5,32.26
Instagram,Campaign_20,9,user_1733,Omega-3,11-03-2025,5,396.06
Instagram,Campaign_12,15,user_1761,Kids Shake,20-02-2025,1,335.39
YouTube,Campaign_5,51,user_3122,Protein Powder,30-06-2025,2,291.39
Twitter,Campaign_19,11,user_4492,Kids Shake,04-03-2025,1,426.85
YouTube,Campaign_17,61,user_422,Kids Shake,01-02-2025,5,269.76
Instagram,Campaign_11,50,user_2206,Multivitamin,22-02-2025,3,457.31
Twitter,Campaign_11,11,user_1992,Omega-3,21-05-2025,4,171.11
Instagram,Campaign_4,34,user_1975,Kids Shake,06-04-2025,3,58.25
Twitter,Campaign_18,70,user_4143,Protein Powder,18-04-2025,4,310.5
YouTube,Campaign_15,44,user_3432,Multivitamin,24-02-2025,2,464.34
Instagram,Campaign_8,62,user_3340,Multivitamin,14-02-2025,3,402.01
Instagram,Campaign_11,65,user_2572,Protein Powder,29-06-2025,4,222.09
Instagram,Campaign_5,99,user_4719,Kids Shake,08-02-2025,2,451.94
Twitter,Campaign_15,64,user_128,Multivitamin,19-06-2025,4,146.42
YouTube,Campaign_18,71,user_3850,Protein Powder,17-06-2025,1,420.25
Twitter,Campaign_1,2,user_1368,Protein Powder,16-06-2025,5,436.1
Twitter,Campaign_13,77,user_3460,Omega-3,17-06-2025,4,354.53
Twitter,Campaign_8,45,user_2404,Protein Powder,24-04-2025,3,303.91
YouTube,Campaign_20,44,user_883,Protein Powder,01-07-2025,3,475.96
Twitter,Campaign_14,70,user_3685,Kids Shake,06-05-2025,4,356.05
YouTube,Campaign_6,54,user_4830,Protein Powder,11-06-2025,1,304.91
Instagram,Campaign_12,100,user_3716,Kids Shake,28-04-2025,4,104.83
Twitter,Campaign_19,6,user_2289,Protein Powder,21-05-2025,3,256.78
Twitter,Campaign_2,48,user_4622,Kids Shake,07-05-2025,3,204.35
YouTube,Campaign_6,29,user_1174,Protein Powder,27-05-2025,4,269.18
Instagram,Campaign_19,9,user_2576,Protein Powder,22-04-2025,3,99.48
Instagram,Campaign_10,76,user_2244,Kids Shake,29-03-2025,2,444.97
Twitter,Campaign_10,1,user_2126,Protein Powder,21-05-2025,3,87.68
Twitter,Campaign_7,45,user_4524,Multivitamin,12-07-2025,5,453.22
Instagram,Campaign_18,87,user_4407,Multivitamin,18-07-2025,4,419.6
YouTube,Campaign_1,44,user_3028,Multivitamin,08-05-2025,5,224.72
YouTube,Campaign_15,97,user_4268,Multivitamin,25-03-2025,3,460.64
Twitter,Campaign_4,89,user_3641,Kids Shake,15-03-2025,3,61.69
Instagram,Campaign_5,47,user_2282,Protein Powder,20-04-2025,1,377.25
Twitter,Campaign_8,3,user_610,Omega-3,09-06-2025,5,180.96
YouTube,Campaign_15,44,user_4202,Protein Powder,24-01-2025,3,448.29
Instagram,Campaign_2,88,user_3551,Protein Powder,08-03-2025,3,111.39
YouTube,Campaign_18,12,user_292,Protein Powder,18-05-2025,2,301.44
Instagram,Campaign_8,42,user_1603,Omega-3,21-03-2025,2,252.56
Twitter,Campaign_6,77,user_4070,Omega-3,16-06-2025,2,324.69
Instagram,Campaign_3,13,user_4230,Multivitamin,19-07-2025,4,52.29
Twitter,Campaign_18,23,user_1709,Multivitamin,10-07-2025,4,350.23
Twitter,Campaign_20,98,user_3116,Multivitamin,06-02-2025,3,252.43
YouTube,Campaign_6,72,user_2459,Multivitamin,06-05-2025,4,255.31
Twitter,Campaign_13,85,user_4898,Omega-3,02-03-2025,4,161.8
Twitter,Campaign_8,1,user_921,Omega-3,03-04-2025,4,176.19
YouTube,Campaign_14,81,user_949,Multivitamin,23-03-2025,3,337.09
YouTube,Campaign_12,44,user_3262,Multivitamin,18-03-2025,4,308.51
YouTube,Campaign_8,20,user_238,Omega-3,12-05-2025,5,123.25
Twitter,Campaign_14,85,user_499,Omega-3,14-05-2025,3,217.39
YouTube,Campaign_15,27,user_3484,Kids Shake,14-05-2025,1,148.79
Twitter,Campaign_8,36,user_2784,Protein Powder,02-05-2025,4,216.71
YouTube,Campaign_19,75,user_1365,Multivitamin,09-02-2025,1,474.98
Instagram,Campaign_20,16,user_2701,Multivitamin,15-02-2025,5,29.56
Twitter,Campaign_1,6,user_3107,Protein Powder,25-04-2025,3,388.08
Instagram,Campaign_18,31,user_520,Protein Powder,09-03-2025,2,193.81
Instagram,Campaign_7,76,user_1287,Kids Shake,22-05-2025,3,404.62
YouTube,Campaign_12,17,user_2716,Kids Shake,25-05-2025,5,372
Twitter,Campaign_1,37,user_296,Protein Powder,07-03-2025,1,260.72
Twitter,Campaign_16,37,user_347,Multivitamin,08-05-2025,3,31.64
Instagram,Campaign_8,57,user_277,Omega-3,18-06-2025,4,334.53
Instagram,Campaign_5,86,user_2212,Protein Powder,30-06-2025,1,262.16
Instagram,Campaign_14,40,user_166,Protein Powder,03-03-2025,5,461.11
Instagram,Campaign_4,47,user_4819,Kids Shake,31-05-2025,5,432.47
Instagram,Campaign_11,84,user_3483,Protein Powder,03-05-2025,3,240.27
YouTube,Campaign_4,81,user_2165,Kids Shake,14-04-2025,3,226.18
YouTube,Campaign_8,55,user_3329,Omega-3,18-03-2025,3,455.68
Twitter,Campaign_18,89,user_4151,Multivitamin,13-04-2025,1,496.71
Twitter,Campaign_13,85,user_3054,Protein Powder,26-03-2025,2,297.38
Instagram,Campaign_1,57,user_3256,Multivitamin,27-03-2025,3,248.87
Twitter,Campaign_4,90,user_2545,Omega-3,13-06-2025,1,65.79
YouTube,Campaign_6,71,user_1702,Kids Shake,18-02-2025,2,60.27
YouTube,Campaign_13,27,user_3880,Multivitamin,04-07-2025,4,140.97
Instagram,Campaign_10,15,user_2768,Multivitamin,10-07-2025,3,350.72
Instagram,Campaign_20,25,user_3331,Protein Powder,12-05-2025,2,382.42
YouTube,Campaign_16,69,user_4470,Kids Shake,30-04-2025,2,174.48
YouTube,Campaign_16,27,user_4215,Protein Powder,23-06-2025,4,355.64
Instagram,Campaign_13,76,user_1043,Protein Powder,08-06-2025,5,379.11
Twitter,Campaign_6,22,user_1617,Kids Shake,20-06-2025,1,445.04
Twitter,Campaign_16,1,user_1399,Kids Shake,14-06-2025,5,220.71
Instagram,Campaign_1,58,user_2431,Protein Powder,30-03-2025,3,365.57
YouTube,Campaign_9,17,user_4281,Omega-3,12-02-2025,3,290.63
Twitter,Campaign_6,68,user_1160,Omega-3,08-03-2025,2,405.35
Instagram,Campaign_12,87,user_4255,Omega-3,21-03-2025,4,121.1
Twitter,Campaign_11,38,user_1109,Multivitamin,07-03-2025,4,24.71
Twitter,Campaign_14,8,user_1469,Multivitamin,21-03-2025,1,496.79
YouTube,Campaign_1,43,user_2555,Multivitamin,29-05-2025,1,278.11
YouTube,Campaign_11,55,user_776,Protein Powder,10-02-2025,4,305.34
YouTube,Campaign_3,55,user_2871,Multivitamin,22-04-2025,1,465.38
Instagram,Campaign_9,82,user_2329,Kids Shake,20-02-2025,3,196.29
Instagram,Campaign_13,99,user_2087,Multivitamin,30-06-2025,5,93.16
Instagram,Campaign_7,92,user_2294,Multivitamin,13-05-2025,5,69.11
Instagram,Campaign_17,42,user_4812,Kids Shake,26-04-2025,5,390.55
YouTube,Campaign_19,72,user_4955,Omega-3,12-02-2025,4,120.47
Twitter,Campaign_1,90,user_1900,Multivitamin,26-06-2025,5,90.32
Instagram,Campaign_6,99,user_3896,Protein Powder,28-04-2025,1,450.06
Instagram,Campaign_2,60,user_1123,Kids Shake,02-04-2025,4,177
Twitter,Campaign_17,18,user_961,Multivitamin,26-02-2025,4,201.11
YouTube,Campaign_13,69,user_3887,Omega-3,01-05-2025,5,172.15
Instagram,Campaign_3,58,user_4960,Multivitamin,07-06-2025,3,361.45
Instagram,Campaign_14,66,user_4592,Kids Shake,16-03-2025,3,348.98
Instagram,Campaign_18,96,user_3567,Omega-3,04-06-2025,1,435.75
Twitter,Campaign_15,22,user_2835,Kids Shake,26-05-2025,5,288.7
Twitter,Campaign_7,90,user_3134,Omega-3,04-06-2025,1,114
YouTube,Campaign_12,69,user_4310,Multivitamin,18-07-2025,5,168.99
YouTube,Campaign_4,21,user_3022,Omega-3,13-03-2025,1,311.25
YouTube,Campaign_2,71,user_2253,Kids Shake,09-04-2025,1,497.95
Twitter,Campaign_9,22,user_2247,Protein Powder,23-02-2025,1,434.33
Instagram,Campaign_16,30,user_4978,Kids Shake,16-03-2025,2,247.26
YouTube,Campaign_18,75,user_852,Protein Powder,16-04-2025,1,314.2
Twitter,Campaign_5,11,user_1450,Multivitamin,28-06-2025,4,420.35
Instagram,Campaign_4,50,user_460,Kids Shake,06-02-2025,1,170.83
YouTube,Campaign_18,12,user_2274,Multivitamin,02-02-2025,5,373.98
Instagram,Campaign_11,100,user_2593,Multivitamin,19-02-2025,3,267.84
Instagram,Campaign_13,86,user_3411,Protein Powder,03-07-2025,2,416.02
Instagram,Campaign_17,42,user_1209,Omega-3,28-06-2025,2,232.83
Instagram,Campaign_9,92,user_4986,Multivitamin,24-01-2025,5,216.44
YouTube,Campaign_1,24,user_2550,Omega-3,26-02-2025,3,76.5
Twitter,Campaign_15,70,user_4655,Protein Powder,25-02-2025,4,62.32
Instagram,Campaign_3,58,user_1496,Protein Powder,02-06-2025,3,303.75
Instagram,Campaign_1,96,user_1388,Protein Powder,25-05-2025,3,240.97
Twitter,Campaign_8,45,user_2522,Multivitamin,16-06-2025,3,45.6
Instagram,Campaign_10,13,user_1459,Omega-3,14-06-2025,5,171.46
Twitter,Campaign_8,70,user_1543,Omega-3,29-05-2025,2,490.05
YouTube,Campaign_9,93,user_3602,Omega-3,26-06-2025,4,190.47
Twitter,Campaign_12,85,user_2858,Kids Shake,08-02-2025,2,37.63
Instagram,Campaign_19,30,user_3160,Multivitamin,04-03-2025,5,121.12
Twitter,Campaign_14,85,user_2842,Omega-3,27-05-2025,3,355.83
YouTube,Campaign_17,12,user_4519,Omega-3,26-06-2025,5,391.24
Instagram,Campaign_9,65,user_1788,Kids Shake,14-05-2025,1,462.52
Instagram,Campaign_17,28,user_1528,Kids Shake,14-06-2025,4,301.67
Twitter,Campaign_12,56,user_4619,Kids Shake,01-02-2025,5,452.61
Instagram,Campaign_11,31,user_857,Omega-3,17-07-2025,2,222.28
Twitter,Campaign_11,5,user_2759,Protein Powder,02-06-2025,3,167.01
Twitter,Campaign_15,68,user_4480,Multivitamin,14-07-2025,4,408.43
YouTube,Campaign_15,97,user_4863,Kids Shake,08-04-2025,4,420.37
Instagram,Campaign_9,65,user_3058,Omega-3,18-03-2025,4,164.08
Instagram,Campaign_8,92,user_4154,Protein Powder,03-04-2025,4,391.55
YouTube,Campaign_19,78,user_3283,Protein Powder,08-06-2025,5,99.86
Twitter,Campaign_10,48,user_4890,Multivitamin,24-02-2025,2,82.35
YouTube,Campaign_11,95,user_441,Protein Powder,01-05-2025,2,404.72
Instagram,Campaign_15,99,user_3244,Multivitamin,24-03-2025,1,336.13
YouTube,Campaign_7,95,user_1410,Omega-3,02-05-2025,1,108.6
Instagram,Campaign_7,65,user_3577,Protein Powder,18-05-2025,2,348.66
YouTube,Campaign_12,52,user_41,Kids Shake,09-06-2025,3,67.96
Twitter,Campaign_18,3,user_3229,Multivitamin,21-03-2025,4,419.05
YouTube,Campaign_8,83,user_785,Kids Shake,17-06-2025,3,386.26
Instagram,Campaign_5,42,user_3276,Omega-3,08-05-2025,4,306.53
Twitter,Campaign_18,80,user_588,Omega-3,16-03-2025,5,32.91
YouTube,Campaign_20,81,user_1460,Multivitamin,16-04-2025,3,183.13
YouTube,Campaign_1,93,user_4909,Kids Shake,30-06-2025,2,86.28
Instagram,Campaign_7,86,user_363,Multivitamin,03-05-2025,4,64.57
Instagram,Campaign_13,94,user_1474,Kids Shake,11-06-2025,3,169.32
Twitter,Campaign_16,8,user_286,Omega-3,03-04-2025,2,98.5
YouTube,Campaign_17,72,user_872,Kids Shake,28-06-2025,3,349.31
Instagram,Campaign_4,87,user_3314,Protein Powder,08-06-2025,3,81.79
YouTube,Campaign_17,21,user_3146,Kids Shake,17-07-2025,4,333.83
YouTube,Campaign_13,52,user_3461,Protein Powder,03-05-2025,4,144.15
YouTube,Campaign_4,4,user_4945,Kids Shake,13-03-2025,3,394.88
YouTube,Campaign_11,97,user_4383,Omega-3,21-06-2025,2,490.75
Instagram,Campaign_18,47,user_3142,Protein Powder,11-06-2025,1,181.82
Twitter,Campaign_19,2,user_2113,Multivitamin,10-03-2025,5,369.26
Instagram,Campaign_15,58,user_3563,Protein Powder,23-03-2025,3,39.13
YouTube,Campaign_16,93,user_3771,Omega-3,07-07-2025,5,349.47
Instagram,Campaign_9,82,user_3488,Omega-3,28-01-2025,3,388.08
Instagram,Campaign_1,35,user_4447,Omega-3,04-06-2025,3,191.3
Twitter,Campaign_1,5,user_3660,Omega-3,04-05-2025,1,305.97
Twitter,Campaign_12,98,user_300,Kids Shake,17-05-2025,2,60.34
Instagram,Campaign_4,100,user_1033,Multivitamin,07-02-2025,4,226.93
Twitter,Campaign_9,7,user_2830,Kids Shake,24-01-2025,5,137.17
Twitter,Campaign_17,56,user_4662,Kids Shake,09-07-2025,1,176.76
Instagram,Campaign_2,100,user_1203,Protein Powder,13-04-2025,5,490.53
YouTube,Campaign_3,52,user_2768,Omega-3,02-04-2025,4,30.74
Instagram,Campaign_9,88,user_650,Kids Shake,20-06-2025,2,294.03
Twitter,Campaign_10,89,user_4212,Multivitamin,23-01-2025,1,199.63
YouTube,Campaign_16,43,user_1763,Kids Shake,10-05-2025,2,152.89
Instagram,Campaign_2,28,user_4954,Kids Shake,03-06-2025,3,150.89
YouTube,Campaign_14,29,user_1697,Protein Powder,04-04-2025,2,151.89
Twitter,Campaign_15,38,user_4908,Omega-3,25-06-2025,2,127.92
YouTube,Campaign_11,73,user_1811,Protein Powder,13-02-2025,3,369.52
Twitter,Campaign_20,5,user_3774,Kids Shake,07-02-2025,5,177.8
YouTube,Campaign_13,83,user_3897,Protein Powder,23-04-2025,3,173.43
Instagram,Campaign_15,96,user_1244,Kids Shake,14-03-2025,2,275.48
Twitter,Campaign_6,8,user_3196,Omega-3,07-04-2025,1,337.14
Instagram,Campaign_19,88,user_644,Kids Shake,26-02-2025,3,59.88
Twitter,Campaign_17,63,user_3025,Omega-3,06-05-2025,3,236.72
YouTube,Campaign_15,72,user_243,Multivitamin,10-02-2025,5,100.03
Instagram,Campaign_12,92,user_4628,Kids Shake,04-04-2025,1,380.67
Instagram,Campaign_10,49,user_4559,Kids Shake,20-05-2025,4,462.16
Twitter,Campaign_5,70,user_3101,Protein Powder,25-06-2025,4,124.79
Instagram,Campaign_4,76,user_4676,Omega-3,04-06-2025,2,388.1
YouTube,Campaign_13,93,user_4507,Kids Shake,20-04-2025,2,220.73
Twitter,Campaign_20,36,user_2285,Omega-3,18-04-2025,1,338.83
YouTube,Campaign_11,29,user_4115,Kids Shake,23-05-2025,4,257.52
YouTube,Campaign_15,75,user_2346,Kids Shake,09-06-2025,2,212.03
Instagram,Campaign_1,88,user_4364,Omega-3,23-03-2025,2,348.01
Twitter,Campaign_4,1,user_3141,Kids Shake,03-04-2025,4,110.66
Twitter,Campaign_1,70,user_1837,Multivitamin,13-02-2025,5,261.61
Twitter,Campaign_3,67,user_4912,Kids Shake,14-07-2025,3,312.71
Instagram,Campaign_6,96,user_4664,Kids Shake,25-01-2025,1,476.89
Twitter,Campaign_1,98,user_4927,Kids Shake,28-02-2025,5,434.45
Instagram,Campaign_6,13,user_3751,Omega-3,19-05-2025,2,246.64
YouTube,Campaign_7,74,user_2644,Multivitamin,05-05-2025,1,449.33
YouTube,Campaign_7,12,user_4732,Kids Shake,24-03-2025,2,348.16
YouTube,Campaign_15,78,user_1982,Multivitamin,23-03-2025,5,327.86
Twitter,Campaign_20,48,user_2714,Multivitamin,18-05-2025,4,366.58
Instagram,Campaign_3,40,user_57,Protein Powder,26-01-2025,4,436.19
Instagram,Campaign_16,34,user_3157,Protein Powder,04-04-2025,3,444.01
Instagram,Campaign_18,82,user_992,Protein Powder,29-03-2025,4,417.32
YouTube,Campaign_2,69,user_2400,Kids Shake,09-07-2025,3,211.73
YouTube,Campaign_17,81,user_3605,Kids Shake,18-06-2025,1,90.07
Twitter,Campaign_9,64,user_4750,Protein Powder,06-06-2025,3,218.19
YouTube,Campaign_11,81,user_1163,Multivitamin,18-03-2025,2,146.96
Instagram,Campaign_11,88,user_607,Kids Shake,16-03-2025,2,383.35
Instagram,Campaign_11,65,user_2420,Kids Shake,26-04-2025,4,355.79
Instagram,Campaign_19,92,user_2256,Protein Powder,14-06-2025,2,270.45
Instagram,Campaign_1,65,user_1811,Omega-3,25-02-2025,3,362.63
Twitter,Campaign_10,79,user_1297,Omega-3,20-03-2025,4,343.17
YouTube,Campaign_5,97,user_1054,Multivitamin,14-02-2025,3,432.39
Twitter,Campaign_9,64,user_1868,Protein Powder,26-05-2025,5,165.42
Instagram,Campaign_19,57,user_99,Omega-3,17-04-2025,5,377.82
YouTube,Campaign_17,69,user_3325,Kids Shake,11-02-2025,2,486.75
Twitter,Campaign_5,48,user_4810,Omega-3,08-03-2025,3,201.43
Instagram,Campaign_16,42,user_1386,Kids Shake,05-06-2025,4,450.62
Instagram,Campaign_1,42,user_531,Omega-3,23-05-2025,3,119.09
Instagram,Campaign_5,100,user_2280,Protein Powder,03-02-2025,2,191.12
Instagram,Campaign_15,76,user_4665,Protein Powder,07-03-2025,2,375.86
YouTube,Campaign_12,69,user_270,Kids Shake,09-02-2025,1,476.97
YouTube,Campaign_17,12,user_551,Omega-3,28-02-2025,5,426.37
Twitter,Campaign_18,33,user_651,Protein Powder,27-03-2025,5,271.02
Instagram,Campaign_8,25,user_2098,Multivitamin,24-01-2025,2,129.6
Instagram,Campaign_15,28,user_1454,Protein Powder,14-02-2025,3,284.95
YouTube,Campaign_3,52,user_1557,Protein Powder,16-06-2025,5,165.33
Instagram,Campaign_7,99,user_1865,Multivitamin,20-02-2025,5,249.1
Instagram,Campaign_4,92,user_4399,Protein Powder,29-04-2025,1,114.28
YouTube,Campaign_4,12,user_3621,Protein Powder,20-03-2025,2,67.94
YouTube,Campaign_19,21,user_1762,Kids Shake,04-05-2025,5,24.61
Instagram,Campaign_14,25,user_914,Kids Shake,05-02-2025,2,302.69
Instagram,Campaign_20,16,user_3738,Protein Powder,16-05-2025,4,308.65
Twitter,Campaign_16,19,user_1447,Omega-3,12-03-2025,4,266.82
Instagram,Campaign_10,100,user_2165,Multivitamin,23-04-2025,3,345.36
Instagram,Campaign_17,92,user_2530,Kids Shake,21-06-2025,2,254.04
YouTube,Campaign_11,69,user_4175,Kids Shake,15-03-2025,2,105.82
Twitter,Campaign_14,79,user_2496,Protein Powder,28-03-2025,3,326.18
Instagram,Campaign_18,34,user_1497,Multivitamin,22-06-2025,2,122.34
Twitter,Campaign_17,36,user_2502,Omega-3,06-03-2025,4,69.4
Instagram,Campaign_10,91,user_4994,Multivitamin,23-02-2025,2,175.41
YouTube,Campaign_7,20,user_3246,Multivitamin,09-06-2025,5,338.04
Twitter,Campaign_11,3,user_4231,Kids Shake,02-02-2025,5,398.6
YouTube,Campaign_9,12,user_1874,Omega-3,21-03-2025,3,197.98
Twitter,Campaign_10,77,user_2734,Omega-3,30-04-2025,4,167.85
YouTube,Campaign_19,20,user_3224,Kids Shake,18-07-2025,4,46.55
Twitter,Campaign_14,37,user_2897,Multivitamin,25-03-2025,3,29.35
YouTube,Campaign_7,97,user_1709,Omega-3,05-05-2025,3,31.37
Instagram,Campaign_14,13,user_3133,Omega-3,27-02-2025,5,374.73
Instagram,Campaign_7,42,user_4121,Kids Shake,10-05-2025,1,55.72
Instagram,Campaign_6,25,user_2667,Kids Shake,18-02-2025,4,476.98
Twitter,Campaign_2,63,user_3196,Kids Shake,17-05-2025,3,493.73
Instagram,Campaign_19,10,user_3073,Protein Powder,24-06-2025,1,327.02
Twitter,Campaign_9,23,user_4407,Omega-3,29-03-2025,3,73.29
Instagram,Campaign_5,76,user_607,Omega-3,05-04-2025,2,439.5
Instagram,Campaign_19,57,user_2449,Multivitamin,26-02-2025,1,230.37
Instagram,Campaign_11,50,user_4692,Omega-3,27-02-2025,5,412.31
Instagram,Campaign_1,88,user_1151,Protein Powder,21-01-2025,3,479.46
Instagram,Campaign_12,16,user_3653,Multivitamin,02-06-2025,3,244.8
Instagram,Campaign_15,57,user_2968,Omega-3,30-05-2025,3,142.57
Twitter,Campaign_1,63,user_1150,Protein Powder,05-02-2025,4,225.12
Instagram,Campaign_16,15,user_394,Protein Powder,10-03-2025,3,27.78
YouTube,Campaign_14,44,user_263,Omega-3,04-03-2025,4,155.67
Instagram,Campaign_11,96,user_550,Protein Powder,25-02-2025,1,487.63
Instagram,Campaign_4,26,user_4357,Multivitamin,10-03-2025,1,295.48
YouTube,Campaign_15,97,user_4998,Multivitamin,01-07-2025,4,412.52
YouTube,Campaign_15,21,user_3697,Multivitamin,03-02-2025,3,55.05
Instagram,Campaign_19,34,user_2784,Kids Shake,06-03-2025,4,446.91
Twitter,Campaign_13,33,user_4709,Omega-3,18-07-2025,5,417.55
Twitter,Campaign_1,68,user_70,Multivitamin,28-04-2025,4,92.24
Instagram,Campaign_8,47,user_4788,Omega-3,05-03-2025,4,333.73
Instagram,Campaign_7,59,user_4706,Omega-3,22-02-2025,2,110.65
Twitter,Campaign_5,68,user_1689,Omega-3,03-06-2025,1,32.59
YouTube,Campaign_20,71,user_324,Multivitamin,03-03-2025,3,478.24
Instagram,Campaign_11,40,user_2584,Multivitamin,01-02-2025,2,116.82
Twitter,Campaign_6,90,user_3476,Omega-3,21-05-2025,2,390.73
Instagram,Campaign_1,94,user_1125,Kids Shake,18-06-2025,4,32.2
Instagram,Campaign_7,57,user_3117,Protein Powder,27-03-2025,4,211.61
Instagram,Campaign_7,16,user_3118,Protein Powder,26-06-2025,2,263.22
YouTube,Campaign_19,71,user_4232,Protein Powder,08-06-2025,2,77.77
Twitter,Campaign_16,33,user_4955,Omega-3,29-04-2025,4,111.67
YouTube,Campaign_3,24,user_4153,Omega-3,19-03-2025,3,264.19
YouTube,Campaign_15,4,user_133,Protein Powder,13-04-2025,4,212.15
Instagram,Campaign_4,86,user_2906,Omega-3,01-05-2025,1,228.39
Twitter,Campaign_10,19,user_1879,Protein Powder,03-02-2025,4,440.45
Instagram,Campaign_1,66,user_2251,Omega-3,08-07-2025,2,426.76
Twitter,Campaign_6,14,user_4626,Protein Powder,17-06-2025,5,94.76
Instagram,Campaign_16,92,user_320,Protein Powder,17-02-2025,2,435.85
YouTube,Campaign_10,17,user_3045,Kids Shake,09-06-2025,4,102.76
Twitter,Campaign_17,36,user_1241,Multivitamin,17-04-2025,1,397.55
YouTube,Campaign_1,61,user_4076,Multivitamin,02-05-2025,4,320.15
YouTube,Campaign_9,4,user_2631,Protein Powder,13-07-2025,3,33.68
Instagram,Campaign_16,13,user_281,Multivitamin,06-04-2025,1,278.95
Twitter,Campaign_20,64,user_4303,Multivitamin,09-06-2025,1,27.17
YouTube,Campaign_8,61,user_755,Kids Shake,03-07-2025,1,484.99
Twitter,Campaign_15,36,user_3401,Kids Shake,15-06-2025,5,408.52
Twitter,Campaign_1,33,user_2552,Kids Shake,21-03-2025,3,81.54
Twitter,Campaign_18,1,user_2995,Protein Powder,19-03-2025,4,379.39
YouTube,Campaign_19,55,user_1608,Multivitamin,24-05-2025,5,82.31
Twitter,Campaign_5,23,user_1848,Protein Powder,25-06-2025,4,155.5
Instagram,Campaign_20,99,user_863,Multivitamin,23-05-2025,3,108.62
Twitter,Campaign_10,11,user_2693,Kids Shake,29-01-2025,5,269.56
Instagram,Campaign_19,28,user_2186,Multivitamin,27-04-2025,4,199.89
YouTube,Campaign_5,24,user_4747,Protein Powder,12-04-2025,1,401.21
Twitter,Campaign_6,7,user_118,Multivitamin,07-02-2025,1,420.98
YouTube,Campaign_8,21,user_1327,Kids Shake,28-04-2025,1,294.6
Twitter,Campaign_16,14,user_2818,Multivitamin,09-02-2025,5,214.72
Twitter,Campaign_7,89,user_3713,Omega-3,02-03-2025,4,76.55
Twitter,Campaign_9,22,user_4215,Omega-3,24-04-2025,2,142.54
Twitter,Campaign_16,64,user_4497,Kids Shake,31-01-2025,1,340.65
Twitter,Campaign_11,1,user_4253,Omega-3,03-07-2025,3,224.73
Instagram,Campaign_1,49,user_4451,Multivitamin,25-06-2025,2,488.04
Twitter,Campaign_4,85,user_986,Omega-3,17-06-2025,3,167.37
Instagram,Campaign_14,86,user_4533,Protein Powder,12-03-2025,2,210.83
Twitter,Campaign_17,33,user_1597,Multivitamin,26-01-2025,2,392.44
YouTube,Campaign_7,12,user_2900,Multivitamin,25-02-2025,5,272.02
Twitter,Campaign_18,33,user_2971,Multivitamin,23-01-2025,5,100.04
Instagram,Campaign_6,65,user_821,Multivitamin,07-02-2025,5,128.6
Instagram,Campaign_5,26,user_4431,Kids Shake,29-05-2025,3,43.48
Instagram,Campaign_13,88,user_2429,Kids Shake,08-03-2025,4,449
Twitter,Campaign_15,37,user_2638,Multivitamin,04-05-2025,1,55.94
Instagram,Campaign_18,58,user_2553,Multivitamin,13-02-2025,5,480.45
Instagram,Campaign_2,99,user_3362,Multivitamin,13-06-2025,4,414.77
YouTube,Campaign_8,27,user_3206,Multivitamin,04-02-2025,4,207.68
Instagram,Campaign_7,42,user_2037,Omega-3,01-07-2025,2,482.41
Instagram,Campaign_9,62,user_1151,Kids Shake,18-06-2025,5,473.28
Twitter,Campaign_5,11,user_1687,Kids Shake,13-06-2025,3,385.08
